policy_coverage_id,policy_id,coverage_code,coverage_name,coverage_status,limit_amount,deductible_amount,effective_date,expiration_date
COV000305,POL000405,COLL,Collision,active,154649.93,4596.43,2024-05-15,2025-05-15
COV000306,POL000406,COLL,Collision,active,313228.58,4590.98,2026-08-01,2027-08-01
COV000307,POL000407,COLL,Collision,active,94777.51,4690.46,2026-08-14,2027-08-14
COV000308,POL000408,COLL,Collision,active,425525.87,1084.1,2025-12-11,2026-12-11
COV000309,POL000409,MED,Medical Payments,active,357852.2,4728.94,2024-03-16,2025-03-16
COV000310,POL000410,COLL,Collision,active,311760.81,382.69,2024-08-18,2025-08-18
COV000311,POL000411,BI,Bodily Injury,active,217078.7,2686.65,2023-05-13,2024-05-12
COV000312,POL000412,COMP,Comprehensive,active,476082.65,2119.22,2026-07-19,2027-07-19
COV000313,POL000413,PD,Property Damage,active,278154.57,4760.56,2025-10-09,2026-10-09
COV000314,POL000414,COMP,Comprehensive,active,198731.4,2349.62,2025-02-15,2026-02-15
COV000315,POL000415,COLL,Collision,active,115617.22,4907.47,2025-10-07,2026-10-07
COV000316,POL000416,MED,Medical Payments,active,429566.85,2430.19,2023-11-11,2024-11-10
COV000317,POL000417,BI,Bodily Injury,active,66461.95,4385.39,2023-09-10,2024-09-09
COV000318,POL000418,COMP,Comprehensive,active,161957.3,3157.29,2025-04-15,2026-04-15
COV000319,POL000419,COMP,Comprehensive,active,291781.31,2481.48,2025-09-27,2026-09-27
COV000320,POL000420,COMP,Comprehensive,active,218689.68,4777.08,2023-03-29,2024-03-28
COV000321,POL000421,COMP,Comprehensive,active,173340.14,1315.86,2023-01-17,2024-01-17
COV000322,POL000422,PD,Property Damage,active,102893.83,2798.02,2025-09-17,2026-09-17
COV000323,POL000423,COMP,Comprehensive,active,467783.73,619.4,2026-08-05,2027-08-05
COV000324,POL000424,COLL,Collision,active,262535.74,1291.62,2025-11-23,2026-11-23
COV000325,POL000425,PD,Property Damage,active,489566.31,3693.11,2023-09-12,2024-09-11
COV000326,POL000426,MED,Medical Payments,active,362563.78,3615.25,2024-03-20,2025-03-20
COV000327,POL000427,COLL,Collision,active,26816.97,2707.69,2025-06-03,2026-06-03
COV000328,POL000428,COMP,Comprehensive,active,208431.14,4635.3,2024-05-28,2025-05-28
COV000329,POL000429,COLL,Collision,active,488043.63,409.34,2024-10-22,2025-10-22
COV000330,POL000430,PD,Property Damage,active,161695.56,3939.82,2023-07-08,2024-07-07
COV000331,POL000431,BI,Bodily Injury,active,385066.07,766.4,2026-07-09,2027-07-09
COV000332,POL000432,COLL,Collision,active,321425.71,3123.37,2026-03-26,2027-03-26
COV000333,POL000433,BI,Bodily Injury,active,396111.81,2568.64,2025-04-24,2026-04-24
COV000334,POL000434,MED,Medical Payments,active,461463.35,2818.39,2023-07-04,2024-07-03
COV000335,POL000435,COMP,Comprehensive,active,289551.25,1763.75,2025-05-16,2026-05-16
COV000336,POL000436,PD,Property Damage,active,257859.91,3557.85,2024-12-14,2025-12-14
COV000337,POL000437,BI,Bodily Injury,active,195499.18,4562.49,2023-10-23,2024-10-22
COV000338,POL000438,COLL,Collision,active,177732.1,316.84,2024-10-17,2025-10-17
COV000339,POL000439,PD,Property Damage,active,485113.42,2271.87,2025-10-19,2026-10-19
COV000340,POL000440,PD,Property Damage,active,113987.55,1692.93,2025-03-01,2026-03-01
COV000341,POL000441,COLL,Collision,active,424587.05,3929.98,2025-02-14,2026-02-14
COV000342,POL000442,PD,Property Damage,active,117132.75,1066.52,2026-03-19,2027-03-19
COV000343,POL000443,MED,Medical Payments,active,491190.37,3300.42,2026-04-03,2027-04-03
COV000344,POL000444,MED,Medical Payments,active,408116.4,2417.95,2024-11-20,2025-11-20
COV000345,POL000445,MED,Medical Payments,active,469668.13,627.97,2025-03-17,2026-03-17
COV000346,POL000446,BI,Bodily Injury,active,399922.47,1257.63,2025-01-04,2026-01-04
COV000347,POL000447,COLL,Collision,active,133777.38,2247.26,2026-08-20,2027-08-20
COV000348,POL000448,BI,Bodily Injury,active,404083.77,3929.15,2024-02-23,2025-02-22
COV000349,POL000449,COLL,Collision,active,242343.06,770.98,2025-09-02,2026-09-02
COV000350,POL000450,COLL,Collision,active,305174.7,4816.64,2025-09-15,2026-09-15
COV000351,POL000451,MED,Medical Payments,active,233205.21,569.39,2026-01-19,2027-01-19
COV000352,POL000452,PD,Property Damage,active,215555.91,2575.92,2024-09-02,2025-09-02
COV000353,POL000453,COMP,Comprehensive,active,55453.75,4026.29,2026-05-24,2027-05-24
COV000354,POL000454,PD,Property Damage,active,218322.98,3525.37,2023-01-20,2024-01-20
COV000355,POL000455,MED,Medical Payments,active,259168.24,508.07,2023-08-03,2024-08-02
COV000356,POL000456,PD,Property Damage,active,467642.36,4950.26,2024-06-20,2025-06-20
COV000357,POL000457,BI,Bodily Injury,active,499325.99,905.72,2026-01-02,2027-01-02
COV000358,POL000458,BI,Bodily Injury,active,342196.79,4630.13,2026-05-29,2027-05-29
COV000359,POL000459,BI,Bodily Injury,active,410504.72,835.82,2026-04-24,2027-04-24
COV000360,POL000460,MED,Medical Payments,active,405202.67,4475.62,2025-01-16,2026-01-16
COV000361,POL000461,BI,Bodily Injury,active,313199.17,2164.74,2026-01-24,2027-01-24
COV000362,POL000462,PD,Property Damage,active,242881.85,768.96,2023-11-06,2024-11-05
COV000363,POL000463,COLL,Collision,active,250555.81,4199.89,2024-04-27,2025-04-27
COV000364,POL000464,MED,Medical Payments,active,319991.79,2882.22,2025-10-16,2026-10-16
COV000365,POL000465,COMP,Comprehensive,active,93649.79,2569.01,2024-09-07,2025-09-07
COV000366,POL000466,COLL,Collision,active,374099.73,4166.72,2025-10-18,2026-10-18
COV000367,POL000467,MED,Medical Payments,active,425966.98,294.38,2023-11-06,2024-11-05
COV000368,POL000468,COMP,Comprehensive,active,282396.94,4643.24,2026-02-01,2027-02-01
COV000369,POL000469,BI,Bodily Injury,active,85823.2,2186.76,2025-09-10,2026-09-10
COV000370,POL000470,PD,Property Damage,active,374779.03,2683.79,2024-11-24,2025-11-24
COV000371,POL000471,COLL,Collision,active,441249.07,2482.06,2026-02-25,2027-02-25
COV000372,POL000472,BI,Bodily Injury,active,153490.23,3188.39,2025-10-04,2026-10-04
COV000373,POL000473,MED,Medical Payments,active,241709.97,730.89,2024-03-10,2025-03-10
COV000374,POL000474,COMP,Comprehensive,active,275022.06,4327.08,2026-07-22,2027-07-22
COV000375,POL000475,MED,Medical Payments,active,378994.52,846.29,2025-06-28,2026-06-28
COV000376,POL000476,COLL,Collision,active,288515.06,715.96,2026-03-28,2027-03-28
COV000377,POL000477,PD,Property Damage,active,351514.97,3080.6,2025-10-25,2026-10-25
COV000378,POL000478,PD,Property Damage,active,127075.07,4923.22,2024-08-17,2025-08-17
COV000379,POL000479,MED,Medical Payments,active,61429.16,2584.61,2023-12-04,2024-12-03
COV000380,POL000480,MED,Medical Payments,active,126615.06,2632.05,2023-09-25,2024-09-24
COV000381,POL000481,COMP,Comprehensive,active,100417.77,1751.38,2026-05-03,2027-05-03
COV000382,POL000482,BI,Bodily Injury,active,457090.17,884.73,2025-04-19,2026-04-19
COV000383,POL000483,COLL,Collision,active,56612.45,282.63,2026-05-27,2027-05-27
COV000384,POL000484,BI,Bodily Injury,active,368823.83,2755.43,2025-03-07,2026-03-07
COV000385,POL000485,PD,Property Damage,active,252624.51,1747.49,2025-12-09,2026-12-09
COV000386,POL000486,COMP,Comprehensive,active,115779.24,2942.33,2024-12-10,2025-12-10
COV000387,POL000487,MED,Medical Payments,active,358851.92,4888.57,2026-06-07,2027-06-07
COV000388,POL000488,COLL,Collision,active,364786.78,3233.19,2023-05-13,2024-05-12
COV000389,POL000489,PD,Property Damage,active,470465.43,994.8,2025-09-07,2026-09-07
COV000390,POL000490,COMP,Comprehensive,active,497805.98,1019.4,2023-11-20,2024-11-19
COV000391,POL000491,COLL,Collision,active,391385.46,2352.47,2025-01-26,2026-01-26
COV000392,POL000492,BI,Bodily Injury,active,66314.28,4640.98,2026-02-26,2027-02-26
COV000393,POL000493,PD,Property Damage,active,186641.29,899.75,2026-01-06,2027-01-06
COV000394,POL000494,MED,Medical Payments,active,345111.32,1386.93,2023-03-24,2024-03-23
COV000395,POL000495,BI,Bodily Injury,active,498949.53,2424.14,2024-10-16,2025-10-16
COV000396,POL000496,COLL,Collision,active,92353.42,3697.9,2025-01-16,2026-01-16
COV000397,POL000497,COLL,Collision,active,232097.37,2533.93,2024-07-21,2025-07-21
COV000398,POL000498,COMP,Comprehensive,active,272824.5,383.71,2025-08-19,2026-08-19
COV000399,POL000499,COMP,Comprehensive,active,207350.22,4950.88,2025-04-12,2026-04-12
COV000400,POL000500,BI,Bodily Injury,active,133993.87,3614.45,2025-01-24,2026-01-24
COV000401,POL000501,COLL,Collision,active,215869.13,4580.01,2023-02-11,2024-02-11
COV000402,POL000502,BI,Bodily Injury,active,368992.27,3161.38,2023-01-01,2024-01-01
COV000403,POL000503,COLL,Collision,active,93178.78,1692.56,2025-10-29,2026-10-29
COV000404,POL000504,BI,Bodily Injury,active,121092.34,3705.4,2025-05-20,2026-05-20
COV000405,POL000505,COLL,Collision,active,28040.7,3062.18,2024-05-21,2025-05-21
COV000406,POL000506,BI,Bodily Injury,active,337178.24,4030.01,2026-03-12,2027-03-12
COV000407,POL000507,BI,Bodily Injury,active,216069.98,590.71,2023-04-24,2024-04-23
COV000408,POL000508,COLL,Collision,active,322655.0,4361.06,2025-06-27,2026-06-27
COV000409,POL000509,COMP,Comprehensive,active,351138.83,4815.51,2023-02-25,2024-02-25
COV000410,POL000510,COLL,Collision,active,422957.6,3490.33,2023-10-30,2024-10-29
COV000411,POL000511,PD,Property Damage,active,229234.46,4902.55,2025-03-01,2026-03-01
COV000412,POL000512,COLL,Collision,active,178128.0,1842.81,2025-05-21,2026-05-21
COV000413,POL000513,COMP,Comprehensive,active,124539.57,4785.09,2026-02-02,2027-02-02
COV000414,POL000514,COLL,Collision,active,29782.17,1002.17,2026-04-23,2027-04-23
COV000415,POL000515,MED,Medical Payments,active,155196.99,2098.12,2025-10-22,2026-10-22
COV000416,POL000516,PD,Property Damage,active,159537.12,514.17,2026-02-01,2027-02-01
COV000417,POL000517,MED,Medical Payments,active,122205.92,2396.64,2026-07-07,2027-07-07
COV000418,POL000518,COMP,Comprehensive,active,307635.44,4925.8,2025-07-17,2026-07-17
COV000419,POL000519,COMP,Comprehensive,active,274531.48,4276.88,2025-04-17,2026-04-17
COV000420,POL000520,BI,Bodily Injury,active,403743.78,1264.83,2024-10-12,2025-10-12
COV000421,POL000521,BI,Bodily Injury,active,248752.33,4013.95,2025-09-17,2026-09-17
COV000422,POL000522,BI,Bodily Injury,active,381100.33,2040.51,2026-02-14,2027-02-14
COV000423,POL000523,BI,Bodily Injury,active,376975.94,2209.92,2023-06-22,2024-06-21
COV000424,POL000524,COMP,Comprehensive,active,75336.97,2742.57,2024-01-29,2025-01-28
COV000425,POL000525,COLL,Collision,active,314959.67,3448.51,2026-02-19,2027-02-19
COV000426,POL000526,COMP,Comprehensive,active,369588.6,3257.23,2025-11-22,2026-11-22
COV000427,POL000527,COLL,Collision,active,358373.27,4222.67,2025-05-21,2026-05-21
COV000428,POL000528,COMP,Comprehensive,active,384018.99,3366.28,2025-01-30,2026-01-30
COV000429,POL000529,COMP,Comprehensive,active,494734.38,330.56,2024-10-31,2025-10-31
COV000430,POL000530,COMP,Comprehensive,active,258639.18,2220.2,2023-09-25,2024-09-24
COV000431,POL000531,COMP,Comprehensive,active,299550.33,3223.9,2025-12-27,2026-12-27
COV000432,POL000532,MED,Medical Payments,active,111768.2,1694.86,2024-10-17,2025-10-17
COV000433,POL000533,BI,Bodily Injury,active,295799.25,1725.25,2025-10-28,2026-10-28
COV000434,POL000534,COMP,Comprehensive,active,365032.17,543.29,2023-02-13,2024-02-13
COV000435,POL000535,COMP,Comprehensive,active,389017.73,2152.66,2023-05-02,2024-05-01
COV000436,POL000536,COMP,Comprehensive,active,378595.94,626.39,2023-01-29,2024-01-29
COV000437,POL000537,BI,Bodily Injury,active,363363.47,4260.1,2026-07-24,2027-07-24
COV000438,POL000538,BI,Bodily Injury,active,48960.34,1091.09,2024-08-05,2025-08-05
COV000439,POL000539,PD,Property Damage,active,97097.85,3486.01,2023-03-26,2024-03-25
COV000440,POL000540,COMP,Comprehensive,active,456739.79,2254.43,2026-02-08,2027-02-08
COV000441,POL000541,MED,Medical Payments,active,318861.61,2244.72,2026-06-29,2027-06-29
COV000442,POL000542,PD,Property Damage,active,168608.48,4316.98,2024-11-11,2025-11-11
COV000443,POL000543,BI,Bodily Injury,active,447754.2,3991.61,2024-04-06,2025-04-06
COV000444,POL000544,BI,Bodily Injury,active,428344.69,2733.71,2025-09-24,2026-09-24
COV000445,POL000545,BI,Bodily Injury,active,280166.02,3598.05,2023-07-19,2024-07-18
COV000446,POL000546,COLL,Collision,active,196271.8,3711.22,2024-08-30,2025-08-30
COV000447,POL000547,MED,Medical Payments,active,206433.72,1669.35,2024-05-22,2025-05-22
COV000448,POL000548,MED,Medical Payments,active,97213.35,4817.55,2024-03-09,2025-03-09
COV000449,POL000549,BI,Bodily Injury,active,353704.11,4276.6,2026-01-18,2027-01-18
COV000450,POL000550,PD,Property Damage,active,413647.43,2061.94,2023-08-02,2024-08-01
COV000451,POL000551,COLL,Collision,active,381527.7,2524.81,2026-04-01,2027-04-01
COV000452,POL000552,BI,Bodily Injury,active,105949.06,1075.02,2026-04-23,2027-04-23
COV000453,POL000553,MED,Medical Payments,active,249872.98,2556.97,2026-02-22,2027-02-22
COV000454,POL000554,COMP,Comprehensive,active,151836.4,4652.72,2026-05-19,2027-05-19
COV000455,POL000555,BI,Bodily Injury,active,280935.85,2932.56,2025-02-19,2026-02-19
COV000456,POL000556,BI,Bodily Injury,active,133047.64,3113.2,2025-06-18,2026-06-18
COV000457,POL000557,COMP,Comprehensive,active,42457.21,498.34,2023-09-18,2024-09-17
COV000458,POL000558,COLL,Collision,active,91759.72,3727.84,2026-04-11,2027-04-11
COV000459,POL000559,PD,Property Damage,active,175771.99,3577.55,2025-09-27,2026-09-27
COV000460,POL000560,COLL,Collision,active,72973.49,1124.18,2026-06-17,2027-06-17
COV000461,POL000561,BI,Bodily Injury,active,303676.02,4638.83,2023-07-03,2024-07-02
COV000462,POL000562,MED,Medical Payments,active,64529.3,1117.91,2023-12-20,2024-12-19
COV000463,POL000563,BI,Bodily Injury,active,96537.48,3982.8,2025-05-04,2026-05-04
COV000464,POL000564,MED,Medical Payments,active,412467.81,1338.54,2025-05-30,2026-05-30
COV000465,POL000565,COMP,Comprehensive,active,126854.26,889.96,2023-10-21,2024-10-20
COV000466,POL000566,COMP,Comprehensive,active,81658.06,4350.12,2024-06-10,2025-06-10
COV000467,POL000567,COLL,Collision,active,216496.84,1094.68,2024-06-04,2025-06-04
COV000468,POL000568,BI,Bodily Injury,active,227220.52,4492.26,2024-01-23,2025-01-22
COV000469,POL000569,COLL,Collision,active,220897.31,3852.94,2023-12-04,2024-12-03
COV000470,POL000570,BI,Bodily Injury,active,425237.17,3824.11,2025-09-22,2026-09-22
COV000471,POL000571,BI,Bodily Injury,active,361316.8,2696.37,2024-07-07,2025-07-07
COV000472,POL000572,COMP,Comprehensive,active,402791.11,575.97,2024-01-27,2025-01-26
COV000473,POL000573,BI,Bodily Injury,active,364689.32,3272.65,2024-02-09,2025-02-08
COV000474,POL000574,BI,Bodily Injury,active,67686.69,410.22,2024-06-07,2025-06-07
COV000475,POL000575,COLL,Collision,active,441852.43,4341.88,2024-12-21,2025-12-21
COV000476,POL000576,COMP,Comprehensive,active,200491.92,4021.58,2025-09-12,2026-09-12
COV000477,POL000577,PD,Property Damage,active,245260.42,4653.71,2023-05-07,2024-05-06
COV000478,POL000578,COLL,Collision,active,343544.72,682.86,2023-01-28,2024-01-28
COV000479,POL000579,COMP,Comprehensive,active,55693.95,496.03,2024-09-20,2025-09-20
COV000480,POL000580,COMP,Comprehensive,active,89787.63,2726.86,2023-08-04,2024-08-03
COV000481,POL000581,COLL,Collision,active,217983.83,3722.81,2024-05-21,2025-05-21
COV000482,POL000582,MED,Medical Payments,active,472089.29,351.61,2025-05-29,2026-05-29
COV000483,POL000583,MED,Medical Payments,active,37025.12,3491.76,2025-11-07,2026-11-07
COV000484,POL000584,MED,Medical Payments,active,354381.13,992.07,2026-08-04,2027-08-04
COV000485,POL000585,BI,Bodily Injury,active,184326.33,4414.95,2024-08-15,2025-08-15
COV000486,POL000586,MED,Medical Payments,active,480345.14,4198.62,2024-12-10,2025-12-10
COV000487,POL000587,COLL,Collision,active,156355.31,695.59,2024-06-17,2025-06-17
COV000488,POL000588,PD,Property Damage,active,255973.03,4121.56,2026-08-22,2027-08-22
COV000489,POL000589,MED,Medical Payments,active,75993.67,856.2,2023-03-07,2024-03-06
COV000490,POL000590,PD,Property Damage,active,61901.77,1495.13,2025-09-17,2026-09-17
COV000491,POL000591,MED,Medical Payments,active,217860.23,1337.63,2026-02-09,2027-02-09
COV000492,POL000592,COLL,Collision,active,264493.74,1082.32,2023-07-16,2024-07-15
COV000493,POL000593,COMP,Comprehensive,active,199600.17,4624.13,2023-11-19,2024-11-18
COV000494,POL000594,COMP,Comprehensive,active,383799.54,4821.86,2024-03-30,2025-03-30
COV000495,POL000595,MED,Medical Payments,active,237434.27,4153.25,2024-07-19,2025-07-19
COV000496,POL000596,PD,Property Damage,active,431877.54,1896.7,2025-01-06,2026-01-06
COV000497,POL000597,COLL,Collision,active,43063.83,519.66,2023-02-14,2024-02-14
COV000498,POL000598,COLL,Collision,active,91268.44,3573.6,2024-04-27,2025-04-27
COV000499,POL000599,COMP,Comprehensive,active,434522.54,1166.05,2025-04-20,2026-04-20
COV000500,POL000600,PD,Property Damage,active,320318.32,404.51,2026-02-04,2027-02-04
COV000501,POL000601,MED,Medical Payments,active,66838.08,692.57,2026-01-31,2027-01-31
COV000502,POL000602,BI,Bodily Injury,active,363704.45,3078.14,2023-07-23,2024-07-22
COV000503,POL000603,COLL,Collision,active,109552.8,3506.53,2023-05-04,2024-05-03
COV000504,POL000604,MED,Medical Payments,active,368896.66,3708.04,2026-04-06,2027-04-06
COV000505,POL000605,COLL,Collision,active,68440.12,2065.05,2026-03-01,2027-03-01
COV000506,POL000606,COMP,Comprehensive,active,401649.05,290.07,2025-12-23,2026-12-23
COV000507,POL000607,BI,Bodily Injury,active,121708.86,1475.03,2026-02-05,2027-02-05
COV000508,POL000608,MED,Medical Payments,active,350856.99,839.38,2023-03-27,2024-03-26
COV000509,POL000609,PD,Property Damage,active,497660.25,3192.87,2025-07-17,2026-07-17
COV000510,POL000610,MED,Medical Payments,active,464508.08,3948.28,2026-06-21,2027-06-21
COV000511,POL000611,BI,Bodily Injury,active,48355.02,3652.66,2025-03-12,2026-03-12
COV000512,POL000612,COLL,Collision,active,425916.82,1807.57,2025-10-05,2026-10-05
COV000513,POL000613,BI,Bodily Injury,active,196863.0,3984.32,2025-12-30,2026-12-30
COV000514,POL000614,COMP,Comprehensive,active,208223.96,4974.64,2025-12-27,2026-12-27
COV000515,POL000615,PD,Property Damage,active,298227.7,1598.81,2023-12-21,2024-12-20
COV000516,POL000616,COLL,Collision,active,171624.11,2190.57,2024-11-02,2025-11-02
COV000517,POL000617,MED,Medical Payments,active,54901.71,1589.53,2024-08-28,2025-08-28
COV000518,POL000618,COMP,Comprehensive,active,241869.96,4027.64,2025-04-02,2026-04-02
COV000519,POL000619,MED,Medical Payments,active,419068.03,4382.4,2023-04-28,2024-04-27
COV000520,POL000620,BI,Bodily Injury,active,300288.78,820.47,2024-03-19,2025-03-19
COV000521,POL000621,MED,Medical Payments,active,463622.15,387.49,2026-08-23,2027-08-23
COV000522,POL000622,COMP,Comprehensive,active,308336.49,3920.62,2026-01-10,2027-01-10
COV000523,POL000623,BI,Bodily Injury,active,195175.01,334.04,2023-03-06,2024-03-05
COV000524,POL000624,PD,Property Damage,active,415176.47,2101.32,2023-07-14,2024-07-13
COV000525,POL000625,COLL,Collision,active,387994.58,886.56,2025-10-21,2026-10-21
COV000526,POL000626,COMP,Comprehensive,active,373270.07,510.04,2025-02-06,2026-02-06
COV000527,POL000627,BI,Bodily Injury,active,197999.05,1428.36,2024-10-01,2025-10-01
COV000528,POL000628,MED,Medical Payments,active,247362.76,408.98,2024-10-31,2025-10-31
COV000529,POL000629,PD,Property Damage,active,25369.17,4758.05,2023-04-22,2024-04-21
COV000530,POL000630,COMP,Comprehensive,active,219885.94,4642.85,2023-09-25,2024-09-24
COV000531,POL000631,COLL,Collision,active,340645.44,3791.58,2025-02-15,2026-02-15
COV000532,POL000632,MED,Medical Payments,active,334989.12,4624.8,2023-01-16,2024-01-16
