premium_id,policy_id,policy_coverage_id,premium_period_start,premium_period_end,transaction_type,written_premium_amount,earned_premium_amount
PREM000319,POL000419,COV000319,2025-09-27,2026-09-27,cancellation,1363.24,827.16
PREM000320,POL000420,COV000320,2023-03-29,2024-03-28,endorsement,812.21,449.55
PREM000321,POL000421,COV000321,2023-01-17,2024-01-17,new_business,2855.97,2584.06
PREM000322,POL000422,COV000322,2025-09-17,2026-09-17,endorsement,2179.34,1983.46
PREM000323,POL000423,COV000323,2026-08-05,2027-08-05,new_business,1304.77,732.9
PREM000324,POL000424,COV000324,2025-11-23,2026-11-23,reinstatement,1435.7,847.99
PREM000325,POL000425,COV000325,2023-09-12,2024-09-11,new_business,1814.13,1352.34
PREM000326,POL000426,COV000326,2024-03-20,2025-03-20,audit,535.23,489.47
PREM000327,POL000427,COV000327,2025-06-03,2026-06-03,cancellation,436.84,270.01
PREM000328,POL000428,COV000328,2024-05-28,2025-05-28,reinstatement,2319.62,2294.52
PREM000329,POL000429,COV000329,2024-10-22,2025-10-22,endorsement,1792.98,1202.15
PREM000330,POL000430,COV000330,2023-07-08,2024-07-07,cancellation,147.3,83.69
PREM000331,POL000431,COV000331,2026-07-09,2027-07-09,cancellation,1300.26,962.65
PREM000332,POL000432,COV000332,2026-03-26,2027-03-26,renewal,1618.44,1609.48
PREM000333,POL000433,COV000333,2025-04-24,2026-04-24,renewal,1683.14,1550.68
PREM000334,POL000434,COV000334,2023-07-04,2024-07-03,audit,1665.61,1079.4
PREM000335,POL000435,COV000335,2025-05-16,2026-05-16,cancellation,300.51,157.28
PREM000336,POL000436,COV000336,2024-12-14,2025-12-14,new_business,1233.19,624.09
PREM000337,POL000437,COV000337,2023-10-23,2024-10-22,cancellation,1157.9,594.09
PREM000338,POL000438,COV000338,2024-10-17,2025-10-17,renewal,1258.47,788.75
PREM000339,POL000439,COV000339,2025-10-19,2026-10-19,cancellation,710.12,698.2
PREM000340,POL000440,COV000340,2025-03-01,2026-03-01,reinstatement,1288.15,1159.81
PREM000341,POL000441,COV000341,2025-02-14,2026-02-14,renewal,2808.38,2079.93
PREM000342,POL000442,COV000342,2026-03-19,2027-03-19,endorsement,2871.36,2128.62
PREM000343,POL000443,COV000343,2026-04-03,2027-04-03,endorsement,460.94,330.28
PREM000344,POL000444,COV000344,2024-11-20,2025-11-20,reinstatement,1885.04,1406.4
PREM000345,POL000445,COV000345,2025-03-17,2026-03-17,cancellation,1604.96,907.88
PREM000346,POL000446,COV000346,2025-01-04,2026-01-04,audit,1043.86,696.3
PREM000347,POL000447,COV000347,2026-08-20,2027-08-20,reinstatement,1476.88,835.46
PREM000348,POL000448,COV000348,2024-02-23,2025-02-22,renewal,73.34,73.22
PREM000349,POL000449,COV000349,2025-09-02,2026-09-02,renewal,611.01,486.78
PREM000350,POL000450,COV000350,2025-09-15,2026-09-15,audit,458.26,385.71
PREM000351,POL000451,COV000351,2026-01-19,2027-01-19,audit,2136.44,2030.21
PREM000352,POL000452,COV000352,2024-09-02,2025-09-02,endorsement,1690.09,1665.6
PREM000353,POL000453,COV000353,2026-05-24,2027-05-24,renewal,1639.85,1018.93
PREM000354,POL000454,COV000354,2023-01-20,2024-01-20,new_business,2377.85,2362.54
PREM000355,POL000455,COV000355,2023-08-03,2024-08-02,reinstatement,2634.01,2235.23
PREM000356,POL000456,COV000356,2024-06-20,2025-06-20,new_business,455.94,327.09
PREM000357,POL000457,COV000357,2026-01-02,2027-01-02,renewal,2160.34,1293.55
PREM000358,POL000458,COV000358,2026-05-29,2027-05-29,endorsement,1373.25,1087.35
PREM000359,POL000459,COV000359,2026-04-24,2027-04-24,reinstatement,2500.63,1636.93
PREM000360,POL000460,COV000360,2025-01-16,2026-01-16,audit,1498.79,1201.33
PREM000361,POL000461,COV000361,2026-01-24,2027-01-24,endorsement,2652.68,2563.19
PREM000362,POL000462,COV000362,2023-11-06,2024-11-05,reinstatement,1994.43,1368.41
PREM000363,POL000463,COV000363,2024-04-27,2025-04-27,cancellation,392.14,229.12
PREM000364,POL000464,COV000364,2025-10-16,2026-10-16,reinstatement,982.17,614.73
PREM000365,POL000465,COV000365,2024-09-07,2025-09-07,renewal,479.47,441.0
PREM000366,POL000466,COV000366,2025-10-18,2026-10-18,audit,719.32,637.66
PREM000367,POL000467,COV000367,2023-11-06,2024-11-05,renewal,341.59,220.28
PREM000368,POL000468,COV000368,2026-02-01,2027-02-01,endorsement,1317.45,1009.46
PREM000369,POL000469,COV000369,2025-09-10,2026-09-10,audit,1509.09,1478.32
PREM000370,POL000470,COV000370,2024-11-24,2025-11-24,endorsement,603.38,517.79
PREM000371,POL000471,COV000371,2026-02-25,2027-02-25,renewal,2118.39,1280.3
PREM000372,POL000472,COV000372,2025-10-04,2026-10-04,endorsement,1173.38,1089.4
PREM000373,POL000473,COV000373,2024-03-10,2025-03-10,new_business,542.93,442.65
PREM000374,POL000474,COV000374,2026-07-22,2027-07-22,new_business,1831.91,985.94
PREM000375,POL000475,COV000375,2025-06-28,2026-06-28,endorsement,461.42,314.68
PREM000376,POL000476,COV000376,2026-03-28,2027-03-28,endorsement,1243.16,783.77
PREM000377,POL000477,COV000377,2025-10-25,2026-10-25,new_business,1519.01,821.83
PREM000378,POL000478,COV000378,2024-08-17,2025-08-17,renewal,1262.1,1256.83
PREM000379,POL000479,COV000379,2023-12-04,2024-12-03,audit,2738.1,2268.85
PREM000380,POL000480,COV000380,2023-09-25,2024-09-24,endorsement,2119.7,1549.93
PREM000381,POL000481,COV000381,2026-05-03,2027-05-03,cancellation,1769.34,1494.77
PREM000382,POL000482,COV000382,2025-04-19,2026-04-19,reinstatement,2496.75,1933.87
PREM000383,POL000483,COV000383,2026-05-27,2027-05-27,cancellation,219.72,118.61
PREM000384,POL000484,COV000384,2025-03-07,2026-03-07,new_business,362.77,220.5
PREM000385,POL000485,COV000385,2025-12-09,2026-12-09,endorsement,2628.13,2359.22
PREM000386,POL000486,COV000386,2024-12-10,2025-12-10,reinstatement,368.56,243.23
PREM000387,POL000487,COV000387,2026-06-07,2027-06-07,new_business,2892.36,2052.6
PREM000388,POL000488,COV000388,2023-05-13,2024-05-12,audit,1252.93,898.89
PREM000389,POL000489,COV000389,2025-09-07,2026-09-07,renewal,624.4,347.92
PREM000390,POL000490,COV000390,2023-11-20,2024-11-19,reinstatement,2599.73,2328.92
PREM000391,POL000491,COV000391,2025-01-26,2026-01-26,cancellation,2836.76,2322.21
PREM000392,POL000492,COV000392,2026-02-26,2027-02-26,audit,1001.9,691.2
PREM000393,POL000493,COV000393,2026-01-06,2027-01-06,renewal,2195.13,1407.96
PREM000394,POL000494,COV000394,2023-03-24,2024-03-23,new_business,2153.74,1696.13
PREM000395,POL000495,COV000395,2024-10-16,2025-10-16,reinstatement,653.3,574.58
PREM000396,POL000496,COV000396,2025-01-16,2026-01-16,cancellation,1764.7,1680.14
PREM000397,POL000497,COV000397,2024-07-21,2025-07-21,audit,2915.97,1664.27
PREM000398,POL000498,COV000398,2025-08-19,2026-08-19,new_business,2582.37,1299.48
PREM000399,POL000499,COV000399,2025-04-12,2026-04-12,endorsement,1188.83,1136.8
PREM000400,POL000500,COV000400,2025-01-24,2026-01-24,reinstatement,1682.68,1143.29
PREM000401,POL000501,COV000401,2023-02-11,2024-02-11,new_business,2795.53,2645.74
PREM000402,POL000502,COV000402,2023-01-01,2024-01-01,reinstatement,835.07,435.16
PREM000403,POL000503,COV000403,2025-10-29,2026-10-29,new_business,235.89,141.7
PREM000404,POL000504,COV000404,2025-05-20,2026-05-20,renewal,1685.92,1420.61
PREM000405,POL000505,COV000405,2024-05-21,2025-05-21,cancellation,2198.27,1997.23
PREM000406,POL000506,COV000406,2026-03-12,2027-03-12,cancellation,1985.43,1328.49
PREM000407,POL000507,COV000407,2023-04-24,2024-04-23,cancellation,1927.29,1529.83
PREM000408,POL000508,COV000408,2025-06-27,2026-06-27,renewal,2326.53,1199.98
PREM000409,POL000509,COV000409,2023-02-25,2024-02-25,renewal,1684.51,979.45
PREM000410,POL000510,COV000410,2023-10-30,2024-10-29,audit,72.12,46.99
PREM000411,POL000511,COV000411,2025-03-01,2026-03-01,audit,2896.9,2738.03
PREM000412,POL000512,COV000412,2025-05-21,2026-05-21,audit,149.16,105.73
PREM000413,POL000513,COV000413,2026-02-02,2027-02-02,reinstatement,2028.15,1914.16
PREM000414,POL000514,COV000414,2026-04-23,2027-04-23,endorsement,2673.64,2160.15
PREM000415,POL000515,COV000415,2025-10-22,2026-10-22,endorsement,1245.99,949.05
PREM000416,POL000516,COV000416,2026-02-01,2027-02-01,endorsement,1794.78,1157.78
PREM000417,POL000517,COV000417,2026-07-07,2027-07-07,cancellation,1602.82,815.97
PREM000418,POL000518,COV000418,2025-07-17,2026-07-17,cancellation,1096.45,668.99
PREM000419,POL000519,COV000419,2025-04-17,2026-04-17,audit,1834.64,1385.33
PREM000420,POL000520,COV000420,2024-10-12,2025-10-12,new_business,84.87,64.45
PREM000421,POL000521,COV000421,2025-09-17,2026-09-17,audit,817.88,646.43
PREM000422,POL000522,COV000422,2026-02-14,2027-02-14,new_business,74.61,72.1
PREM000423,POL000523,COV000423,2023-06-22,2024-06-21,new_business,510.95,502.18
PREM000424,POL000524,COV000424,2024-01-29,2025-01-28,renewal,632.5,382.92
PREM000425,POL000525,COV000425,2026-02-19,2027-02-19,reinstatement,1440.06,1053.5
PREM000426,POL000526,COV000426,2025-11-22,2026-11-22,audit,603.69,560.34
PREM000427,POL000527,COV000427,2025-05-21,2026-05-21,audit,413.52,404.58
PREM000428,POL000528,COV000428,2025-01-30,2026-01-30,new_business,1729.54,991.93
PREM000429,POL000529,COV000429,2024-10-31,2025-10-31,renewal,2721.76,2307.5
PREM000430,POL000530,COV000430,2023-09-25,2024-09-24,audit,1765.37,1026.63
PREM000431,POL000531,COV000431,2025-12-27,2026-12-27,cancellation,941.34,663.28
PREM000432,POL000532,COV000432,2024-10-17,2025-10-17,endorsement,1277.71,1025.6
PREM000433,POL000533,COV000433,2025-10-28,2026-10-28,new_business,446.4,307.24
PREM000434,POL000534,COV000434,2023-02-13,2024-02-13,cancellation,807.89,666.01
PREM000435,POL000535,COV000435,2023-05-02,2024-05-01,audit,2681.92,2027.87
PREM000436,POL000536,COV000436,2023-01-29,2024-01-29,renewal,2230.95,2086.36
PREM000437,POL000537,COV000437,2026-07-24,2027-07-24,reinstatement,1575.57,1491.98
PREM000438,POL000538,COV000438,2024-08-05,2025-08-05,cancellation,2995.75,2110.9
PREM000439,POL000539,COV000439,2023-03-26,2024-03-25,reinstatement,483.97,378.05
PREM000440,POL000540,COV000440,2026-02-08,2027-02-08,new_business,2935.59,1829.01
PREM000441,POL000541,COV000441,2026-06-29,2027-06-29,cancellation,1675.82,1523.0
PREM000442,POL000542,COV000442,2024-11-11,2025-11-11,endorsement,659.57,606.39
PREM000443,POL000543,COV000443,2024-04-06,2025-04-06,new_business,2761.36,1452.45
PREM000444,POL000544,COV000444,2025-09-24,2026-09-24,endorsement,673.46,613.8
PREM000445,POL000545,COV000445,2023-07-19,2024-07-18,cancellation,1436.47,852.78
PREM000446,POL000546,COV000446,2024-08-30,2025-08-30,cancellation,1269.08,878.96
PREM000447,POL000547,COV000447,2024-05-22,2025-05-22,reinstatement,2317.45,1470.88
PREM000448,POL000548,COV000448,2024-03-09,2025-03-09,endorsement,968.93,596.24
PREM000449,POL000549,COV000449,2026-01-18,2027-01-18,renewal,1288.85,1229.57
PREM000450,POL000550,COV000450,2023-08-02,2024-08-01,audit,1827.22,1421.59
PREM000451,POL000551,COV000451,2026-04-01,2027-04-01,cancellation,1465.92,1122.57
PREM000452,POL000552,COV000452,2026-04-23,2027-04-23,endorsement,637.2,507.75
PREM000453,POL000553,COV000453,2026-02-22,2027-02-22,endorsement,2363.37,1667.5
PREM000454,POL000554,COV000454,2026-05-19,2027-05-19,renewal,2923.36,2194.7
PREM000455,POL000555,COV000455,2025-02-19,2026-02-19,endorsement,2787.3,2050.48
PREM000456,POL000556,COV000456,2025-06-18,2026-06-18,new_business,510.59,502.47
PREM000457,POL000557,COV000457,2023-09-18,2024-09-17,cancellation,1056.43,647.87
PREM000458,POL000558,COV000458,2026-04-11,2027-04-11,renewal,1004.2,768.22
PREM000459,POL000559,COV000459,2025-09-27,2026-09-27,new_business,2306.16,2181.94
PREM000460,POL000560,COV000460,2026-06-17,2027-06-17,cancellation,1766.41,1719.09
PREM000461,POL000561,COV000461,2023-07-03,2024-07-02,audit,2589.07,1941.25
PREM000462,POL000562,COV000462,2023-12-20,2024-12-19,audit,996.25,812.06
PREM000463,POL000563,COV000463,2025-05-04,2026-05-04,cancellation,1919.79,1813.58
PREM000464,POL000564,COV000464,2025-05-30,2026-05-30,endorsement,1741.38,1564.83
PREM000465,POL000565,COV000465,2023-10-21,2024-10-20,cancellation,1431.06,987.93
PREM000466,POL000566,COV000466,2024-06-10,2025-06-10,new_business,2331.73,1364.25
PREM000467,POL000567,COV000467,2024-06-04,2025-06-04,new_business,2324.63,1440.25
PREM000468,POL000568,COV000468,2024-01-23,2025-01-22,endorsement,2307.48,2292.65
PREM000469,POL000569,COV000469,2023-12-04,2024-12-03,endorsement,2908.35,2269.92
PREM000470,POL000570,COV000470,2025-09-22,2026-09-22,renewal,1874.82,1760.71
PREM000471,POL000571,COV000471,2024-07-07,2025-07-07,audit,776.6,406.86
PREM000472,POL000572,COV000472,2024-01-27,2025-01-26,reinstatement,405.74,391.21
PREM000473,POL000573,COV000473,2024-02-09,2025-02-08,renewal,1231.22,1160.11
PREM000474,POL000574,COV000474,2024-06-07,2025-06-07,cancellation,1892.9,1379.81
PREM000475,POL000575,COV000475,2024-12-21,2025-12-21,cancellation,807.93,670.51
PREM000476,POL000576,COV000476,2025-09-12,2026-09-12,reinstatement,895.72,520.6
PREM000477,POL000577,COV000477,2023-05-07,2024-05-06,new_business,2622.83,1592.1
PREM000478,POL000578,COV000478,2023-01-28,2024-01-28,renewal,1473.5,1014.79
PREM000479,POL000579,COV000479,2024-09-20,2025-09-20,audit,362.56,199.67
PREM000480,POL000580,COV000480,2023-08-04,2024-08-03,cancellation,2173.96,1862.3
PREM000481,POL000581,COV000481,2024-05-21,2025-05-21,new_business,294.58,224.52
PREM000482,POL000582,COV000482,2025-05-29,2026-05-29,endorsement,2535.59,1835.82
PREM000483,POL000583,COV000483,2025-11-07,2026-11-07,audit,2764.97,2405.75
PREM000484,POL000584,COV000484,2026-08-04,2027-08-04,reinstatement,1691.84,964.64
PREM000485,POL000585,COV000485,2024-08-15,2025-08-15,reinstatement,2884.11,1590.07
PREM000486,POL000586,COV000486,2024-12-10,2025-12-10,endorsement,1596.71,1335.03
PREM000487,POL000587,COV000487,2024-06-17,2025-06-17,cancellation,2278.85,2163.83
PREM000488,POL000588,COV000488,2026-08-22,2027-08-22,new_business,1931.87,1578.18
PREM000489,POL000589,COV000489,2023-03-07,2024-03-06,renewal,1067.8,846.95
PREM000490,POL000590,COV000490,2025-09-17,2026-09-17,audit,2427.99,1935.29
PREM000491,POL000591,COV000491,2026-02-09,2027-02-09,cancellation,2228.3,1217.71
PREM000492,POL000592,COV000492,2023-07-16,2024-07-15,new_business,776.92,428.24
PREM000493,POL000593,COV000493,2023-11-19,2024-11-18,audit,338.0,244.06
PREM000494,POL000594,COV000494,2024-03-30,2025-03-30,renewal,1075.9,991.44
PREM000495,POL000595,COV000495,2024-07-19,2025-07-19,new_business,1133.6,648.05
PREM000496,POL000596,COV000496,2025-01-06,2026-01-06,audit,57.83,49.24
PREM000497,POL000597,COV000497,2023-02-14,2024-02-14,reinstatement,960.0,805.27
PREM000498,POL000598,COV000498,2024-04-27,2025-04-27,cancellation,2898.47,2239.94
PREM000499,POL000599,COV000499,2025-04-20,2026-04-20,cancellation,372.37,274.79
PREM000500,POL000600,COV000500,2026-02-04,2027-02-04,audit,2061.61,1564.37
PREM000501,POL000601,COV000501,2026-01-31,2027-01-31,cancellation,1667.87,1173.54
PREM000502,POL000602,COV000502,2023-07-23,2024-07-22,reinstatement,2103.93,1655.92
PREM000503,POL000603,COV000503,2023-05-04,2024-05-03,renewal,537.96,321.99
PREM000504,POL000604,COV000504,2026-04-06,2027-04-06,new_business,2589.31,2191.53
PREM000505,POL000605,COV000505,2026-03-01,2027-03-01,cancellation,2635.86,1429.4
PREM000506,POL000606,COV000506,2025-12-23,2026-12-23,cancellation,228.38,175.21
PREM000507,POL000607,COV000507,2026-02-05,2027-02-05,new_business,373.22,287.87
PREM000508,POL000608,COV000508,2023-03-27,2024-03-26,cancellation,1385.63,746.81
PREM000509,POL000609,COV000509,2025-07-17,2026-07-17,cancellation,1603.92,1215.42
PREM000510,POL000610,COV000510,2026-06-21,2027-06-21,cancellation,2893.63,2538.45
PREM000511,POL000611,COV000511,2025-03-12,2026-03-12,reinstatement,846.46,654.58
PREM000512,POL000612,COV000512,2025-10-05,2026-10-05,reinstatement,1907.03,1288.51
PREM000513,POL000613,COV000513,2025-12-30,2026-12-30,renewal,246.33,133.64
PREM000514,POL000614,COV000514,2025-12-27,2026-12-27,cancellation,1917.88,1163.64
PREM000515,POL000615,COV000515,2023-12-21,2024-12-20,renewal,2511.21,2255.02
PREM000516,POL000616,COV000516,2024-11-02,2025-11-02,new_business,1106.55,707.47
PREM000517,POL000617,COV000517,2024-08-28,2025-08-28,audit,2980.68,1631.09
PREM000518,POL000618,COV000518,2025-04-02,2026-04-02,new_business,1801.18,1540.74
PREM000519,POL000619,COV000519,2023-04-28,2024-04-27,renewal,2050.47,1644.5
PREM000520,POL000620,COV000520,2024-03-19,2025-03-19,audit,1054.07,612.06
PREM000521,POL000621,COV000521,2026-08-23,2027-08-23,reinstatement,2105.68,2102.27
PREM000522,POL000622,COV000522,2026-01-10,2027-01-10,reinstatement,2293.59,2229.25
PREM000523,POL000623,COV000523,2023-03-06,2024-03-05,reinstatement,2255.17,2236.74
PREM000524,POL000624,COV000524,2023-07-14,2024-07-13,audit,2365.63,1568.83
PREM000525,POL000625,COV000525,2025-10-21,2026-10-21,endorsement,472.92,463.98
PREM000526,POL000626,COV000526,2025-02-06,2026-02-06,new_business,902.9,832.5
PREM000527,POL000627,COV000527,2024-10-01,2025-10-01,endorsement,1437.34,765.65
PREM000528,POL000628,COV000528,2024-10-31,2025-10-31,renewal,390.17,310.83
PREM000529,POL000629,COV000529,2023-04-22,2024-04-21,audit,2859.67,2735.61
PREM000530,POL000630,COV000530,2023-09-25,2024-09-24,reinstatement,1855.93,1421.46
PREM000531,POL000631,COV000531,2025-02-15,2026-02-15,endorsement,2358.24,1410.76
PREM000532,POL000632,COV000532,2023-01-16,2024-01-16,audit,418.95,343.28
PREM000533,POL000633,COV000533,2024-08-27,2025-08-27,cancellation,1330.81,1274.47
PREM000534,POL000634,COV000534,2026-07-28,2027-07-28,audit,648.03,442.98
PREM000535,POL000635,COV000535,2023-01-24,2024-01-24,cancellation,763.32,420.04
PREM000536,POL000636,COV000536,2026-07-29,2027-07-29,endorsement,612.88,532.76
PREM000537,POL000637,COV000537,2023-06-28,2024-06-27,audit,2356.09,2254.31
PREM000538,POL000638,COV000538,2024-05-06,2025-05-06,renewal,1620.13,1046.17
PREM000539,POL000639,COV000539,2025-02-09,2026-02-09,renewal,1748.91,1180.94
PREM000540,POL000640,COV000540,2025-05-17,2026-05-17,audit,181.99,178.71
PREM000541,POL000641,COV000541,2025-06-20,2026-06-20,renewal,1376.74,1254.48
PREM000542,POL000642,COV000542,2025-08-22,2026-08-22,new_business,1565.59,1078.61
PREM000543,POL000643,COV000543,2026-07-02,2027-07-02,audit,911.66,813.54
PREM000544,POL000644,COV000544,2023-09-07,2024-09-06,reinstatement,1564.46,1225.9
PREM000545,POL000645,COV000545,2025-12-09,2026-12-09,renewal,905.51,617.43
PREM000546,POL000646,COV000546,2023-07-22,2024-07-21,renewal,2439.65,1450.35
PREM000547,POL000647,COV000547,2024-06-12,2025-06-12,reinstatement,1251.78,730.94
PREM000548,POL000648,COV000548,2024-09-30,2025-09-30,renewal,2630.53,1897.75
PREM000549,POL000649,COV000549,2024-02-22,2025-02-21,renewal,2698.14,1727.01
PREM000550,POL000650,COV000550,2023-01-02,2024-01-02,new_business,2997.1,2754.61
PREM000551,POL000651,COV000551,2026-09-02,2027-09-02,renewal,190.36,143.7
PREM000552,POL000652,COV000552,2023-01-16,2024-01-16,new_business,700.86,405.41
PREM000553,POL000653,COV000553,2025-08-03,2026-08-03,cancellation,2718.25,2236.75
PREM000554,POL000654,COV000554,2023-09-15,2024-09-14,cancellation,1051.67,957.34
PREM000555,POL000655,COV000555,2026-07-17,2027-07-17,cancellation,2017.81,1941.65
PREM000556,POL000656,COV000556,2024-10-13,2025-10-13,endorsement,1981.81,1139.57
PREM000557,POL000657,COV000557,2023-03-04,2024-03-03,cancellation,646.84,453.54
PREM000558,POL000658,COV000558,2025-03-27,2026-03-27,audit,1558.26,973.27
PREM000559,POL000659,COV000559,2023-06-03,2024-06-02,cancellation,159.4,113.26
PREM000560,POL000660,COV000560,2023-05-23,2024-05-22,renewal,468.49,396.64
PREM000561,POL000661,COV000561,2026-09-11,2027-09-11,endorsement,1684.92,1581.5
PREM000562,POL000662,COV000562,2024-04-13,2025-04-13,renewal,642.18,565.5
PREM000563,POL000663,COV000563,2023-05-31,2024-05-30,endorsement,2239.65,2054.72
PREM000564,POL000664,COV000564,2024-04-04,2025-04-04,audit,2002.75,1840.06
PREM000565,POL000665,COV000565,2024-05-02,2025-05-02,audit,1359.24,1085.2
PREM000566,POL000666,COV000566,2025-10-11,2026-10-11,audit,1670.83,1379.03
PREM000567,POL000667,COV000567,2024-07-07,2025-07-07,endorsement,1222.9,955.85
PREM000568,POL000668,COV000568,2026-08-15,2027-08-15,new_business,2510.88,1289.63
PREM000569,POL000669,COV000569,2023-08-02,2024-08-01,cancellation,2198.42,1654.41
PREM000570,POL000670,COV000570,2023-01-25,2024-01-25,endorsement,1876.48,1546.96
PREM000571,POL000671,COV000571,2026-01-01,2027-01-01,reinstatement,1811.77,1148.64
